k__Archaea	p__Candidatus_Korarchaeota	g__Candidatus_Korarchaeum	s__Candidatus_Korarchaeum_cryptofilum
k__Archaea	p__Candidatus_Micrarchaeota	s__Candidatus_Micrarchaeota_archaeon_Mia14
k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Acidilobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus_saccharovorans
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_caldarium
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_denticola
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_pallidum
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_paraluiscuniculi
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_pedis
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_primitia
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_putidum
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_sp._OMZ_838
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_succinifaciens
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Acetomicrobium	s__Acetomicrobium_mobile
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Aminobacterium	s__Aminobacterium_colombiense
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__Cloacibacillus_porcorum
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermanaerovibrio	s__Thermanaerovibrio_acidaminovorans
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermovirga	s__Thermovirga_lienii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma_brassicae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma_laidlawii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma_palmae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Aster_yellows_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Aster_yellows_witches'-broom_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Beet_leafhopper_transmitted_virescence_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__'Brassica_napus'_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Candidatus_Phytoplasma_australiense
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Candidatus_Phytoplasma_mali
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Chinaberry_witches'-broom_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Maize_bushy_stunt_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Onion_yellows_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Paulownia_witches'-broom_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Peanut_witches'-broom_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Periwinkle_leaf_yellowing_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Periwinkle_little_leaf_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Phytoplasma_sp.
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Pigeon_pea_witches'-broom_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__'Rehmannia_glutinosa'_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Tomato_big_bud_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Candidatus_Phytoplasma	s__Wheat_blue_dwarf_phytoplasma
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Entomoplasma	s__Entomoplasma_freundtii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Entomoplasma	s__Entomoplasma_luminosum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Entomoplasma	s__Entomoplasma_melaleucae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Entomoplasma	s__Entomoplasma_somnilux
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_chauliocola
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_coleopterae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_entomophilum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_florum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_lactucae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_syrphidae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_tabanidae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_apis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_atrichopogonis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_cantharicola
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_chrysopicola
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_citri
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_clarkii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_corruscae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_culicicola
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_diminutum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_eriocheiris
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_floricola
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_helicoides
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_kunkelii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_litorale
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_mirum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_monobiae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_phoeniceum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_sabaudiense
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_sp._NBRC_100390
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_sp._TU-14
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_syrphidicola
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_taiwanense
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_turonicum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_agalactiae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_anatis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_anseris
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_arginini
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_arthritidis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_bovigenitalium
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_bovirhinis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_bovis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_bovoculi
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_californicum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_canadense
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_canis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_capricolum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_cloacale
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_cottewii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_crocodyli
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_cynos
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_dispar
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_fermentans
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_flocculare
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_gallisepticum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_genitalium
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_haemocanis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_haemofelis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_hominis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_hyopneumoniae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_hyorhinis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_leachii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_mobile
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_mycoides
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_ovis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_parvum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_penetrans
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_phocidae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_pneumoniae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_pullorum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_pulmonis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_putrefaciens
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_sp._(ex_Biomphalaria_glabrata)
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_suis
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_synoviae
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_wenyonii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_yeatsii
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Ureaplasma	s__Ureaplasma_parvum
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Ureaplasma	s__Ureaplasma_urealyticum
k__Bacteria	p__Tenericutes	g__Candidatus_Izimaplasma	s__Candidatus_Izimaplasma_sp._HR1
k__Bacteria	p__Tenericutes	s__Tenericutes_bacterium_MO-XQ
k__Bacteria	p__Tenericutes	s__Tenericutes_bacterium_MZ-XQ
k__Bacteria	p__Thermodesulfobacteria	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Caldimicrobium	s__Caldimicrobium_thiodismutans
k__Bacteria	p__Thermodesulfobacteria	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermodesulfatator	s__Thermodesulfatator_indicus
k__Bacteria	p__Thermodesulfobacteria	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermodesulfobacterium	s__Thermodesulfobacterium_commune
k__Bacteria	p__Thermodesulfobacteria	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermodesulfobacterium	s__Thermodesulfobacterium_geofontis
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Kosmotoga	s__Kosmotoga_olearia
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Kosmotoga	s__Kosmotoga_pacifica
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Mesotoga	s__Mesotoga_prima
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	g__Defluviitoga	s__Defluviitoga_tunisiensis
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	g__Marinitoga	s__Marinitoga_piezophila
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	g__Marinitoga	s__Marinitoga_sp._1137
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	g__Petrotoga	s__Petrotoga_mobilis
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_islandicum
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_nodosum
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_pennivorans
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_africanus
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_melanesiensis
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_sp._1063
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_sp._1070
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_elfii
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_hypogea
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_lettingae
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_thermarum
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_caldifontis
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_maritima
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_naphthophila
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_neapolitana
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_petrophila
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_profunda
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._2812B
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._Cell2
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._RQ2
k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._RQ7
k__Bacteria	p__Verrucomicrobia	c__Methylacidiphilae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__Methylacidiphilum	s__Methylacidiphilum_fumariolicum
k__Bacteria	p__Verrucomicrobia	c__Methylacidiphilae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__Methylacidiphilum	s__Methylacidiphilum_infernorum
k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__Lacunisphaera_limnophila
k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__Opitutus_terrae
k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	s__Opitutaceae_bacterium_TAV5
k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Puniceicoccales	f__Puniceicoccaceae	g__Coraliomargarita	s__Coraliomargarita_akajimensis
k__Bacteria	p__Verrucomicrobia	c__Spartobacteria	g__Candidatus_Xiphinematobacter	s__Candidatus_Xiphinematobacter_sp._Idaho_Grape
k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_glycaniphila
k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_muciniphila
k__Bacteria	p__Verrucomicrobia	s__Verrucomicrobia_bacterium_IMCC26134
k__Bacteria	s__bacterium_36B
k__Bacteria	s__bacterium_72B
k__Bacteria	s__bacterium_enrichment_culture_clone_1(2010)
k__Bacteria	s__bacterium_enrichment_culture_clone_2a(2010)
k__Bacteria	s__bacterium_enrichment_culture_clone_2b(2010)
k__Bacteria	s__bacterium_GD-2
k__Bacteria	s__bacterium_symbiont_of_Cryptopsaras_couesii
k__Bacteria	s__endophytic_bacterium_LOB-07
k__Bacteria	s__uncultured_bacterium
k__Bacteria	s__uncultured_bacterium_AST1
k__Bacteria	s__uncultured_bacterium_AST2
k__Bacteria	s__uncultured_bacterium_AST3
k__Bacteria	s__uncultured_bacterium_AST4
k__Bacteria	s__uncultured_bacterium_HH1107
k__Bacteria	s__uncultured_bacterium_HHV216
k__Bacteria	s__uncultured_bacterium_HHV35
k__Bacteria	s__uncultured_bacterium_pAKD4
k__Bacteria	s__uncultured_bacterium_pMCBF6
k__Bacteria	s__uncultured_eubacterium_pIE1115
k__Bacteria	s__uncultured_marine_bacterium
k__Eukaryota	c__Bangiophyceae	o__Bangiales	f__Bangiaceae	g__Pyropia	s__Pyropia_pulchra
k__Eukaryota	c__Florideophyceae	o__Gracilariales	f__Gracilariaceae	g__Gracilaria	s__Gracilaria_chilensis
k__Eukaryota	c__Florideophyceae	o__Gracilariales	f__Gracilariaceae	g__Gracilaria	s__Gracilaria_robusta
k__Eukaryota	c__Florideophyceae	o__Gracilariales	f__Gracilariaceae	g__Gracilariopsis	s__Gracilariopsis_lemaneiformis
k__Eukaryota	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__Blumeria_graminis
k__Eukaryota	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Lachancea	s__Lachancea_fermentati
k__Eukaryota	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces	s__Zygosaccharomyces_bailii
k__Eukaryota	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Cryphonectriaceae	g__Cryphonectria	s__Cryphonectria_parasitica
k__Eukaryota	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__Trichoderma_harzianum
k__Eukaryota	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_oxysporum
k__Eukaryota	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__Fusarium_proliferatum
k__Eukaryota	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora	s__Neurospora_crassa
k__Eukaryota	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora	s__Neurospora_intermedia
k__Eukaryota	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Moniliophthora	s__Moniliophthora_roreri
k__Eukaryota	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Pleurotus	s__Pleurotus_ostreatus
